,company_name,company_based,no_employees,tenure,headquartered,designation,experience,salary_range,avg_salary,rating
5190,Arvind Group,Fashion & Textile , 10k-50k Employees ,92,Ahmedabad,Store Manager,2-13yrs,(₹1.8L/yr - ₹8.4L/yr),"₹4,46,863/year",4.1
5191,Arvind Group,Fashion & Textile , 10k-50k Employees ,92,Ahmedabad,Engineering Manager,3-13yrs,(₹2.5L/yr - ₹8.7L/yr),"₹5,04,246/year",4.1
5192,Arvind Group,Fashion & Textile , 10k-50k Employees ,92,Ahmedabad,Marketing Manager,2-9yrs,(₹2.6L/yr - ₹10.7L/yr),"₹6,44,321/year",4.1
5193,Arvind Group,Fashion & Textile , 10k-50k Employees ,92,Ahmedabad,Manufacturing Manager,6-12yrs,(₹3.6L/yr - ₹8.7L/yr),"₹5,35,642/year",4.1
5194,Arvind Group,Fashion & Textile , 10k-50k Employees ,92,Ahmedabad,Retail Store Manager,5-14yrs,(₹2.0L/yr - ₹6.5L/yr),"₹3,86,309/year",4.1
5195,Arvind Group,Fashion & Textile , 10k-50k Employees ,92,Ahmedabad,Fashion Consultant,0-6yrs,(₹1.7L/yr - ₹4.0L/yr),"₹2,64,408/year",4.1
5196,Arvind Group,Fashion & Textile , 10k-50k Employees ,92,Ahmedabad,Fashion Assistant,2-7yrs,(₹1.2L/yr - ₹3.3L/yr),"₹2,28,216/year",4.1
5197,Arvind Group,Fashion & Textile , 10k-50k Employees ,92,Ahmedabad,Data Entry Operator,2-10yrs,(₹1.0L/yr - ₹3.0L/yr),"₹2,00,274/year",4.1
5198,Arvind Group,Fashion & Textile , 10k-50k Employees ,92,Ahmedabad,Sales Executive,2-5yrs,(₹1.1L/yr - ₹3.1L/yr),"₹2,18,973/year",4.1
5199,Arvind Group,Fashion & Textile , 10k-50k Employees ,92,Ahmedabad,Manager Sales & Marketing,1-12yrs,(₹3.3L/yr - ₹10.8L/yr),"₹7,36,505/year",4.1
5200,Apollo Pharmacy,Pharma , 10k-50k Employees ,40,Chennai,Pharmacist,0-6yrs,(₹20.0K/yr - ₹3.6L/yr),"₹2,35,705/year",3.9
5201,Apollo Pharmacy,Pharma , 10k-50k Employees ,40,Chennai,Pharmacy Assistant,0-8yrs,(₹20.0K/yr - ₹5.0L/yr),"₹1,97,177/year",3.9
5202,Apollo Pharmacy,Pharma , 10k-50k Employees ,40,Chennai,Senior Pharmacist,0-7yrs,(₹1.5L/yr - ₹4.2L/yr),"₹2,44,213/year",3.9
5203,Apollo Pharmacy,Pharma , 10k-50k Employees ,40,Chennai,Pharmacy Aide,0-8yrs,(₹1.0L/yr - ₹3.9L/yr),"₹1,89,882/year",3.9
5204,Apollo Pharmacy,Pharma , 10k-50k Employees ,40,Chennai,Pharmacy Incharge,0-8yrs,(₹1.0L/yr - ₹5.6L/yr),"₹2,61,670/year",3.9
5205,Apollo Pharmacy,Pharma , 10k-50k Employees ,40,Chennai,Assistant Pharmacist,1-6yrs,(₹20.0K/yr - ₹3.2L/yr),"₹2,00,218/year",3.9
5206,Apollo Pharmacy,Pharma , 10k-50k Employees ,40,Chennai,Supervisor,0-9yrs,(₹1.2L/yr - ₹4.0L/yr),"₹2,53,739/year",3.9
5207,Apollo Pharmacy,Pharma , 10k-50k Employees ,40,Chennai,Pharmacist Trainee,0-3yrs,(₹1.0L/yr - ₹3.6L/yr),"₹1,73,099/year",3.9
5208,Apollo Pharmacy,Pharma , 10k-50k Employees ,40,Chennai,Retail Pharmacist,1-5yrs,(₹1.2L/yr - ₹3.8L/yr),"₹2,40,060/year",3.9
5209,Apollo Pharmacy,Pharma , 10k-50k Employees ,40,Chennai,Junior Supervisor,0-10yrs,(₹1.2L/yr - ₹3.5L/yr),"₹2,41,928/year",3.9
5210,DHL Supply Chain,Logistics , 1k-5k Employees ,54,Bonn,Data Entry Operator,0-4yrs,(₹1.0L/yr - ₹3.6L/yr),"₹2,21,627/year",4.2
5211,DHL Supply Chain,Logistics , 1k-5k Employees ,54,Bonn,Operations Executive,0-11yrs,(₹1.4L/yr - ₹5.7L/yr),"₹3,67,885/year",4.2
5212,DHL Supply Chain,Logistics , 1k-5k Employees ,54,Bonn,Supervisor,0-8yrs,(₹1.5L/yr - ₹4.3L/yr),"₹2,74,829/year",4.2
5213,DHL Supply Chain,Logistics , 1k-5k Employees ,54,Bonn,Warehouse Executive,0-10yrs,(₹1.5L/yr - ₹4.6L/yr),"₹2,90,112/year",4.2
5214,DHL Supply Chain,Logistics , 1k-5k Employees ,54,Bonn,Senior Process Associate,0-11yrs,(₹2.5L/yr - ₹6.5L/yr),"₹4,84,601/year",4.2
5215,DHL Supply Chain,Logistics , 1k-5k Employees ,54,Bonn,Junior Executive,0-9yrs,(₹1.4L/yr - ₹4.0L/yr),"₹2,90,594/year",4.2
5216,DHL Supply Chain,Logistics , 1k-5k Employees ,54,Bonn,Logistics Executive,2-10yrs,(₹1.8L/yr - ₹5.8L/yr),"₹3,59,485/year",4.2
5217,DHL Supply Chain,Logistics , 1k-5k Employees ,54,Bonn,MIS Executive,1-6yrs,(₹1.7L/yr - ₹4.0L/yr),"₹2,72,160/year",4.2
5218,DHL Supply Chain,Logistics , 1k-5k Employees ,54,Bonn,Deo Operator,0-6yrs,(₹1.8L/yr - ₹3.6L/yr),"₹2,37,001/year",4.2
5219,DHL Supply Chain,Logistics , 1k-5k Employees ,54,Bonn,Deputy Manager,3-16yrs,(₹5.0L/yr - ₹11.0L/yr),"₹8,38,039/year",4.2
5220,NTPC,10k-50k Employees , Fortune India 500 ,48,Delhi/NCR,Deputy Manager,4-9yrs,(₹10.0L/yr - ₹28.0L/yr),"₹18,62,927/year",4.3
5221,NTPC,10k-50k Employees , Fortune India 500 ,48,Delhi/NCR,Deputy General Manager,15-22yrs,(₹20.0L/yr - ₹65.0L/yr),"₹37,45,395/year",4.3
5222,NTPC,10k-50k Employees , Fortune India 500 ,48,Delhi/NCR,Additional General Manager,25-31yrs,(₹24.0L/yr - ₹51.8L/yr),"₹50,81,004/year",4.3
5223,NTPC,10k-50k Employees , Fortune India 500 ,48,Delhi/NCR,Mechanical Engineer,0-9yrs,(₹1.0L/yr - ₹9.4L/yr),"₹4,36,420/year",4.3
5224,NTPC,10k-50k Employees , Fortune India 500 ,48,Delhi/NCR,Safety Officer,0-8yrs,(₹1.8L/yr - ₹5.0L/yr),"₹3,53,674/year",4.3
5225,NTPC,10k-50k Employees , Fortune India 500 ,48,Delhi/NCR,General Manager,30-31yrs,(₹25.0L/yr - ₹96.0L/yr),"₹53,89,562/year",4.3
5226,NTPC,10k-50k Employees , Fortune India 500 ,48,Delhi/NCR,Junior Engineer,0-6yrs,(₹1.2L/yr - ₹7.2L/yr),"₹3,42,672/year",4.3
5227,NTPC,10k-50k Employees , Fortune India 500 ,48,Delhi/NCR,Electrical Engineer,0-6yrs,(₹1.1L/yr - ₹6.5L/yr),"₹3,24,690/year",4.3
5228,NTPC,10k-50k Employees , Fortune India 500 ,48,Delhi/NCR,Supervisor,0-8yrs,(₹1.9L/yr - ₹4.0L/yr),"₹2,58,358/year",4.3
5229,NTPC,10k-50k Employees , Fortune India 500 ,48,Delhi/NCR,Civil Site Engineer,1-6yrs,(₹1.2L/yr - ₹5.0L/yr),"₹3,23,786/year",4.3
5230,Verizon,Telecom , 5k-10k Employees ,23,New,Software Engineer,0-6yrs,(₹4.0L/yr - ₹15.0L/yr),"₹9,03,584/year",4.2
5231,Verizon,Telecom , 5k-10k Employees ,23,New,Analyst,2-10yrs,(₹3.7L/yr - ₹17.5L/yr),"₹10,29,575/year",4.2
5232,Verizon,Telecom , 5k-10k Employees ,23,New,Senior Software Engineer,3-10yrs,(₹13.0L/yr - ₹32.0L/yr),"₹18,85,550/year",4.2
5233,Verizon,Telecom , 5k-10k Employees ,23,New,Software Developer,0-6yrs,(₹4.5L/yr - ₹16.5L/yr),"₹10,54,105/year",4.2
5234,Verizon,Telecom , 5k-10k Employees ,23,New,Devops Engineer,1-7yrs,(₹4.5L/yr - ₹14.5L/yr),"₹9,60,543/year",4.2
5235,Verizon,Telecom , 5k-10k Employees ,23,New,Technical Lead,7-15yrs,(₹11.2L/yr - ₹33.0L/yr),"₹22,89,740/year",4.2
5236,Verizon,Telecom , 5k-10k Employees ,23,New,Analyst System Development,2-8yrs,(₹5.8L/yr - ₹13.6L/yr),"₹9,95,441/year",4.2
5237,Verizon,Telecom , 5k-10k Employees ,23,New,System Analyst,2-7yrs,(₹4.4L/yr - ₹13.3L/yr),"₹8,71,956/year",4.2
5238,Verizon,Telecom , 5k-10k Employees ,23,New,Full Stack Developer,2-9yrs,(₹7.2L/yr - ₹25.0L/yr),"₹16,73,293/year",4.2
5239,Verizon,Telecom , 5k-10k Employees ,23,New,Senior Consultant,4-12yrs,(₹12.3L/yr - ₹39.8L/yr),"₹28,67,468/year",4.2
5240,Aditya Birla Capital,Financial Services , 10k-50k Employees ,16,Mumbai,Sales Manager,0-11yrs,(₹2.2L/yr - ₹9.5L/yr),"₹5,58,392/year",4.0
5241,Aditya Birla Capital,Financial Services , 10k-50k Employees ,16,Mumbai,Relationship Manager,0-8yrs,(₹1.9L/yr - ₹8.1L/yr),"₹4,81,022/year",4.0
5242,Aditya Birla Capital,Financial Services , 10k-50k Employees ,16,Mumbai,Agency Manager,0-6yrs,(₹1.2L/yr - ₹4.2L/yr),"₹2,77,034/year",4.0
5243,Aditya Birla Capital,Financial Services , 10k-50k Employees ,16,Mumbai,Credit Manager,0-9yrs,(₹4.0L/yr - ₹10.3L/yr),"₹7,05,219/year",4.0
5244,Aditya Birla Capital,Financial Services , 10k-50k Employees ,16,Mumbai,Senior Relationship Officer,0-5yrs,(₹2.0L/yr - ₹3.5L/yr),"₹2,70,096/year",4.0
5245,Aditya Birla Capital,Financial Services , 10k-50k Employees ,16,Mumbai,Relationship Officer,0-10yrs,(₹2.0L/yr - ₹4.3L/yr),"₹2,99,963/year",4.0
5246,Aditya Birla Capital,Financial Services , 10k-50k Employees ,16,Mumbai,Cluster Manager,0-14yrs,(₹5.0L/yr - ₹14.0L/yr),"₹8,25,016/year",4.0
5247,Aditya Birla Capital,Financial Services , 10k-50k Employees ,16,Mumbai,Deputy Manager,2-12yrs,(₹3.5L/yr - ₹10.6L/yr),"₹7,07,892/year",4.0
5248,Aditya Birla Capital,Financial Services , 10k-50k Employees ,16,Mumbai,Senior Agency Manager,1-10yrs,(₹2.2L/yr - ₹5.0L/yr),"₹3,54,378/year",4.0
5249,Aditya Birla Capital,Financial Services , 10k-50k Employees ,16,Mumbai,Area Sales Manager,5-15yrs,(₹6.0L/yr - ₹17.0L/yr),"₹11,67,731/year",4.0
5250,Medi Assist India,Insurance , 5k-10k Employees ,23,Bangalore,Medical Officer,0-8yrs,(₹2.0L/yr - ₹5.5L/yr),"₹3,85,623/year",3.7
5251,Medi Assist India,Insurance , 5k-10k Employees ,23,Bangalore,Team Lead,4-11yrs,(₹2.2L/yr - ₹7.2L/yr),"₹4,64,279/year",3.7
5252,Medi Assist India,Insurance , 5k-10k Employees ,23,Bangalore,Claims Executive,0-7yrs,(₹1.2L/yr - ₹4.4L/yr),"₹2,36,553/year",3.7
5253,Medi Assist India,Insurance , 5k-10k Employees ,23,Bangalore,Senior Medical Officer,2-12yrs,(₹3.0L/yr - ₹6.1L/yr),"₹4,71,756/year",3.7
5254,Medi Assist India,Insurance , 5k-10k Employees ,23,Bangalore,Customer Care Executive,0-3yrs,(₹1.0L/yr - ₹3.3L/yr),"₹1,98,694/year",3.7
5255,Medi Assist India,Insurance , 5k-10k Employees ,23,Bangalore,CRM Executive,1-6yrs,(₹1.5L/yr - ₹4.0L/yr),"₹2,93,831/year",3.7
5256,Medi Assist India,Insurance , 5k-10k Employees ,23,Bangalore,Customer Service Executive,1-3yrs,(₹1.0L/yr - ₹3.5L/yr),"₹2,22,713/year",3.7
5257,Medi Assist India,Insurance , 5k-10k Employees ,23,Bangalore,Operations Executive,0-4yrs,(₹1.4L/yr - ₹4.0L/yr),"₹2,41,447/year",3.7
5258,Medi Assist India,Insurance , 5k-10k Employees ,23,Bangalore,Claim Processor,1-7yrs,(₹1.5L/yr - ₹5.0L/yr),"₹3,68,727/year",3.7
5259,Medi Assist India,Insurance , 5k-10k Employees ,23,Bangalore,Team Lead Operations,2-9yrs,(₹2.1L/yr - ₹5.9L/yr),"₹4,01,256/year",3.7
5260,Exotic Learning,EdTech , 51-200 Employees ,3,Lucknow,Business Development Associate,0-4yrs,(₹2.0L/yr - ₹5.7L/yr),"₹4,69,834/year",4.6
5261,Exotic Learning,EdTech , 51-200 Employees ,3,Lucknow,Associate Recruiter,0-4yrs,(₹2.0L/yr - ₹4.0L/yr),"₹3,05,631/year",4.6
5262,Exotic Learning,EdTech , 51-200 Employees ,3,Lucknow,Business Development Manager,1-3yrs,(₹7.0L/yr - ₹15.0L/yr),"₹8,38,811/year",4.6
5263,Exotic Learning,EdTech , 51-200 Employees ,3,Lucknow,Business Development Executive,0-2yrs,(₹3.1L/yr - ₹9.5L/yr),"₹4,60,846/year",4.6
5264,Exotic Learning,EdTech , 51-200 Employees ,3,Lucknow,HR Recruiter,0-5yrs,(₹2.5L/yr - ₹6.0L/yr),"₹4,25,558/year",4.6
5265,Exotic Learning,EdTech , 51-200 Employees ,3,Lucknow,US Recruiter,0-2yrs,(₹2.0L/yr - ₹4.0L/yr),"₹3,27,857/year",4.6
5266,Exotic Learning,EdTech , 51-200 Employees ,3,Lucknow,Training and Business Development Manager,0-5yrs,(₹3.0L/yr - ₹5.5L/yr),"₹4,47,333/year",4.6
5267,Exotic Learning,EdTech , 51-200 Employees ,3,Lucknow,(Bde)business Development Executive,0-3yrs,(₹3.0L/yr - ₹6.1L/yr),"₹4,54,000/year",4.6
5268,Exotic Learning,EdTech , 51-200 Employees ,3,Lucknow,Technical Recruiter,0-3yrs,(₹2.5L/yr - ₹3.0L/yr),"₹2,83,333/year",4.6
5269,Exotic Learning,EdTech , 51-200 Employees ,3,Lucknow,HR Executive Recruiter,0-2yrs,(₹3.0L/yr - ₹5.0L/yr),"₹3,60,000/year",4.6
5270,Orange Business,IT Services & Consulting , 1k-5k Employees ,17,Paris,Network Engineer,1-8yrs,(₹1.2L/yr - ₹9.0L/yr),"₹5,97,676/year",4.3
5271,Orange Business,IT Services & Consulting , 1k-5k Employees ,17,Paris,Technical Consultant,2-8yrs,(₹2.0L/yr - ₹10.0L/yr),"₹5,63,899/year",4.3
5272,Orange Business,IT Services & Consulting , 1k-5k Employees ,17,Paris,Senior Technical Consultant,4-12yrs,(₹6.0L/yr - ₹18.7L/yr),"₹12,34,363/year",4.3
5273,Orange Business,IT Services & Consulting , 1k-5k Employees ,17,Paris,Senior Software Engineer,4-9yrs,(₹8.0L/yr - ₹26.0L/yr),"₹17,83,703/year",4.3
5274,Orange Business,IT Services & Consulting , 1k-5k Employees ,17,Paris,Software Engineer,0-5yrs,(₹4.8L/yr - ₹16.5L/yr),"₹9,69,713/year",4.3
5275,Orange Business,IT Services & Consulting , 1k-5k Employees ,17,Paris,Project Manager,4-17yrs,(₹6.2L/yr - ₹23.9L/yr),"₹14,76,915/year",4.3
5276,Orange Business,IT Services & Consulting , 1k-5k Employees ,17,Paris,Service Desk Specialist,2-8yrs,(₹4.0L/yr - ₹8.2L/yr),"₹6,35,881/year",4.3
5277,Orange Business,IT Services & Consulting , 1k-5k Employees ,17,Paris,SME,8-15yrs,(₹9.1L/yr - ₹29.5L/yr),"₹20,05,805/year",4.3
5278,Orange Business,IT Services & Consulting , 1k-5k Employees ,17,Paris,Senior Network Engineer,4-10yrs,(₹5.0L/yr - ₹19.3L/yr),"₹11,23,124/year",4.3
5279,Orange Business,IT Services & Consulting , 1k-5k Employees ,17,Paris,Senior Specialist,5-10yrs,(₹5.8L/yr - ₹15.0L/yr),"₹9,25,755/year",4.3
5280,PI Industries,Agro Chemicals , 1k-5k Employees ,76,Gurgaon/Gurugram,Production Supervisor,4-13yrs,(₹2.8L/yr - ₹9.2L/yr),"₹6,28,520/year",4.1
5281,PI Industries,Agro Chemicals , 1k-5k Employees ,76,Gurgaon/Gurugram,Supervisor,1-11yrs,(₹2.2L/yr - ₹8.3L/yr),"₹4,96,544/year",4.1
5282,PI Industries,Agro Chemicals , 1k-5k Employees ,76,Gurgaon/Gurugram,Research Scientist,0-13yrs,(₹4.5L/yr - ₹11.8L/yr),"₹8,11,470/year",4.1
5283,PI Industries,Agro Chemicals , 1k-5k Employees ,76,Gurgaon/Gurugram,Executive Production,4-10yrs,(₹4.5L/yr - ₹9.8L/yr),"₹6,80,670/year",4.1
5284,PI Industries,Agro Chemicals , 1k-5k Employees ,76,Gurgaon/Gurugram,Senior Research Scientist,7-15yrs,(₹8.0L/yr - ₹14.0L/yr),"₹11,68,587/year",4.1
5285,PI Industries,Agro Chemicals , 1k-5k Employees ,76,Gurgaon/Gurugram,Senior Supervisor,4-15yrs,(₹3.3L/yr - ₹10.2L/yr),"₹6,45,704/year",4.1
5286,PI Industries,Agro Chemicals , 1k-5k Employees ,76,Gurgaon/Gurugram,Instrumentation Supervisor,4-12yrs,(₹3.1L/yr - ₹6.4L/yr),"₹5,23,694/year",4.1
5287,PI Industries,Agro Chemicals , 1k-5k Employees ,76,Gurgaon/Gurugram,QC Chemist,1-9yrs,(₹2.4L/yr - ₹7.5L/yr),"₹4,34,137/year",4.1
5288,PI Industries,Agro Chemicals , 1k-5k Employees ,76,Gurgaon/Gurugram,Executive Engineer,4-11yrs,(₹3.5L/yr - ₹10.7L/yr),"₹6,48,616/year",4.1
5289,PI Industries,Agro Chemicals , 1k-5k Employees ,76,Gurgaon/Gurugram,Instrumentation Technician,1-4yrs,(₹1.5L/yr - ₹3.3L/yr),"₹2,27,578/year",4.1
5290,V-Guard Industries,Consumer Electronics & Appliances , 1k-5k Employees ,46,Kochi/Cochin,Marketing Executive,3-12yrs,(₹2.2L/yr - ₹8.0L/yr),"₹5,07,400/year",4.4
5291,V-Guard Industries,Consumer Electronics & Appliances , 1k-5k Employees ,46,Kochi/Cochin,Marketing Officer,6-13yrs,(₹4.8L/yr - ₹11.7L/yr),"₹8,38,700/year",4.4
5292,V-Guard Industries,Consumer Electronics & Appliances , 1k-5k Employees ,46,Kochi/Cochin,Senior Sales Executive,4-12yrs,(₹4.0L/yr - ₹8.6L/yr),"₹6,29,608/year",4.4
5293,V-Guard Industries,Consumer Electronics & Appliances , 1k-5k Employees ,46,Kochi/Cochin,Sales Executive,3-15yrs,(₹2.0L/yr - ₹8.0L/yr),"₹4,91,605/year",4.4
5294,V-Guard Industries,Consumer Electronics & Appliances , 1k-5k Employees ,46,Kochi/Cochin,Senior Marketing Executive,6-12yrs,(₹4.0L/yr - ₹10.3L/yr),"₹6,46,709/year",4.4
5295,V-Guard Industries,Consumer Electronics & Appliances , 1k-5k Employees ,46,Kochi/Cochin,Product Incharge,10-18yrs,(₹5.8L/yr - ₹19.0L/yr),"₹11,59,081/year",4.4
5296,V-Guard Industries,Consumer Electronics & Appliances , 1k-5k Employees ,46,Kochi/Cochin,Deputy Engineer,3-10yrs,(₹3.0L/yr - ₹6.2L/yr),"₹4,78,774/year",4.4
5297,V-Guard Industries,Consumer Electronics & Appliances , 1k-5k Employees ,46,Kochi/Cochin,Assistant Engineer,2-8yrs,(₹2.1L/yr - ₹5.4L/yr),"₹3,65,188/year",4.4
5298,V-Guard Industries,Consumer Electronics & Appliances , 1k-5k Employees ,46,Kochi/Cochin,Senior Engineer,5-11yrs,(₹5.5L/yr - ₹11.1L/yr),"₹8,26,449/year",4.4
5299,V-Guard Industries,Consumer Electronics & Appliances , 1k-5k Employees ,46,Kochi/Cochin,Executive SCM,2-9yrs,(₹2.4L/yr - ₹4.5L/yr),"₹3,67,107/year",4.4
5300,HDFC Securities,Financial Services , 1k-5k Employees ,23,Mumbai,Relationship Manager,0-8yrs,(₹1.0L/yr - ₹6.0L/yr),"₹3,42,467/year",3.6
5301,HDFC Securities,Financial Services , 1k-5k Employees ,23,Mumbai,Area Sales Manager,1-13yrs,(₹2.3L/yr - ₹7.1L/yr),"₹4,82,322/year",3.6
5302,HDFC Securities,Financial Services , 1k-5k Employees ,23,Mumbai,Digital Relationship Manager,0-4yrs,(₹1.4L/yr - ₹4.1L/yr),"₹2,92,735/year",3.6
5303,HDFC Securities,Financial Services , 1k-5k Employees ,23,Mumbai,Senior Relationship Manager,0-11yrs,(₹2.1L/yr - ₹7.5L/yr),"₹4,83,093/year",3.6
5304,HDFC Securities,Financial Services , 1k-5k Employees ,23,Mumbai,Deputy Manager,4-14yrs,(₹3.2L/yr - ₹8.6L/yr),"₹5,93,647/year",3.6
5305,HDFC Securities,Financial Services , 1k-5k Employees ,23,Mumbai,Sales Officer,0-4yrs,(₹1.0L/yr - ₹3.1L/yr),"₹1,79,602/year",3.6
5306,HDFC Securities,Financial Services , 1k-5k Employees ,23,Mumbai,Branch Manager,6-19yrs,(₹3.9L/yr - ₹11.6L/yr),"₹7,88,854/year",3.6
5307,HDFC Securities,Financial Services , 1k-5k Employees ,23,Mumbai,Equity Dealer,1-6yrs,(₹1.7L/yr - ₹5.0L/yr),"₹3,60,030/year",3.6
5308,HDFC Securities,Financial Services , 1k-5k Employees ,23,Mumbai,Customer Care Executive,0-2yrs,(₹1.0L/yr - ₹3.5L/yr),"₹2,36,125/year",3.6
5309,HDFC Securities,Financial Services , 1k-5k Employees ,23,Mumbai,Sales Executive,1-3yrs,(₹1.1L/yr - ₹2.9L/yr),"₹2,05,986/year",3.6
5310,DHL Express,Logistics , 1k-5k Employees ,44,Bonn,Senior Process Associate,1-10yrs,(₹2.4L/yr - ₹6.2L/yr),"₹4,69,194/year",4.1
5311,DHL Express,Logistics , 1k-5k Employees ,44,Bonn,Process Associate,1-6yrs,(₹1.8L/yr - ₹5.0L/yr),"₹3,42,740/year",4.1
5312,DHL Express,Logistics , 1k-5k Employees ,44,Bonn,Team Lead,6-14yrs,(₹3.2L/yr - ₹10.5L/yr),"₹6,66,877/year",4.1
5313,DHL Express,Logistics , 1k-5k Employees ,44,Bonn,Operations Executive,0-7yrs,(₹1.4L/yr - ₹5.5L/yr),"₹3,59,629/year",4.1
5314,DHL Express,Logistics , 1k-5k Employees ,44,Bonn,Retail Sales Executive,1-7yrs,(₹1.5L/yr - ₹3.6L/yr),"₹2,56,477/year",4.1
5315,DHL Express,Logistics , 1k-5k Employees ,44,Bonn,Territory Manager,0-15yrs,(₹8.0L/yr - ₹17.5L/yr),"₹12,80,815/year",4.1
5316,DHL Express,Logistics , 1k-5k Employees ,44,Bonn,Senior Associate,2-10yrs,(₹2.1L/yr - ₹5.5L/yr),"₹4,73,484/year",4.1
5317,DHL Express,Logistics , 1k-5k Employees ,44,Bonn,Desktop Support Engineer,0-3yrs,(₹1.5L/yr - ₹3.3L/yr),"₹2,36,784/year",4.1
5318,DHL Express,Logistics , 1k-5k Employees ,44,Bonn,Retail Store Executive,0-6yrs,(₹1.5L/yr - ₹3.8L/yr),"₹2,49,940/year",4.1
5319,DHL Express,Logistics , 1k-5k Employees ,44,Bonn,Retail Executive,0-5yrs,(₹1.4L/yr - ₹3.5L/yr),"₹2,36,849/year",4.1
5320,CG Power and Industrial Solutions,Electrical Equipment , 1k-5k Employees ,86,Mumbai,Deputy Manager,8-17yrs,(₹7.4L/yr - ₹16.0L/yr),"₹11,41,307/year",3.9
5321,CG Power and Industrial Solutions,Electrical Equipment , 1k-5k Employees ,86,Mumbai,Territory Manager,5-12yrs,(₹4.2L/yr - ₹11.5L/yr),"₹7,67,367/year",3.9
5322,CG Power and Industrial Solutions,Electrical Equipment , 1k-5k Employees ,86,Mumbai,Territory Sales Manager,3-11yrs,(₹4.0L/yr - ₹12.3L/yr),"₹7,84,804/year",3.9
5323,CG Power and Industrial Solutions,Electrical Equipment , 1k-5k Employees ,86,Mumbai,Area Sales Manager,8-15yrs,(₹5.8L/yr - ₹22.7L/yr),"₹13,63,947/year",3.9
5324,CG Power and Industrial Solutions,Electrical Equipment , 1k-5k Employees ,86,Mumbai,Executive Production,1-7yrs,(₹1.8L/yr - ₹7.0L/yr),"₹4,23,990/year",3.9
5325,CG Power and Industrial Solutions,Electrical Equipment , 1k-5k Employees ,86,Mumbai,Design Engineer,1-8yrs,(₹1.3L/yr - ₹7.0L/yr),"₹4,03,590/year",3.9
5326,CG Power and Industrial Solutions,Electrical Equipment , 1k-5k Employees ,86,Mumbai,Marketing Executive,1-6yrs,(₹2.1L/yr - ₹7.4L/yr),"₹4,97,986/year",3.9
5327,CG Power and Industrial Solutions,Electrical Equipment , 1k-5k Employees ,86,Mumbai,Executive Engineer,0-7yrs,(₹3.5L/yr - ₹6.5L/yr),"₹5,17,499/year",3.9
5328,CG Power and Industrial Solutions,Electrical Equipment , 1k-5k Employees ,86,Mumbai,Production Engineer,1-8yrs,(₹1.2L/yr - ₹8.3L/yr),"₹3,58,944/year",3.9
5329,CG Power and Industrial Solutions,Electrical Equipment , 1k-5k Employees ,86,Mumbai,Graduate Engineer Trainee (Get),0-1yrs,(₹1.0L/yr - ₹6.5L/yr),"₹3,49,694/year",3.9
5330,Bharat Financial Inclusion,Financial Services , 10k-50k Employees ,25,Hyderabad,Branch Manager,2-12yrs,(₹1.8L/yr - ₹6.2L/yr),"₹3,50,475/year",4.1
5331,Bharat Financial Inclusion,Financial Services , 10k-50k Employees ,25,Hyderabad,Loan Officer,0-4yrs,(₹1.1L/yr - ₹4.5L/yr),"₹2,35,050/year",4.1
5332,Bharat Financial Inclusion,Financial Services , 10k-50k Employees ,25,Hyderabad,Sangam Manager,0-6yrs,(₹20.0K/yr - ₹3.6L/yr),"₹2,31,401/year",4.1
5333,Bharat Financial Inclusion,Financial Services , 10k-50k Employees ,25,Hyderabad,Divisional Manager,0-17yrs,(₹5.1L/yr - ₹15.2L/yr),"₹9,50,746/year",4.1
5334,Bharat Financial Inclusion,Financial Services , 10k-50k Employees ,25,Hyderabad,Branch Credit Manager,1-6yrs,(₹1.5L/yr - ₹4.8L/yr),"₹3,07,539/year",4.1
5335,Bharat Financial Inclusion,Financial Services , 10k-50k Employees ,25,Hyderabad,HR Executive,1-6yrs,(₹2.0L/yr - ₹4.8L/yr),"₹3,79,345/year",4.1
5336,Bharat Financial Inclusion,Financial Services , 10k-50k Employees ,25,Hyderabad,Field Officer,0-7yrs,(₹20.0K/yr - ₹4.9L/yr),"₹2,23,223/year",4.1
5337,Bharat Financial Inclusion,Financial Services , 10k-50k Employees ,25,Hyderabad,Field Assistant,0-5yrs,(₹20.0K/yr - ₹4.0L/yr),"₹2,16,568/year",4.1
5338,Bharat Financial Inclusion,Financial Services , 10k-50k Employees ,25,Hyderabad,Area Manager,0-12yrs,(₹5.9L/yr - ₹11.0L/yr),"₹8,47,830/year",4.1
5339,Bharat Financial Inclusion,Financial Services , 10k-50k Employees ,25,Hyderabad,Cluster Manager,0-12yrs,(₹5.8L/yr - ₹8.4L/yr),"₹7,11,765/year",4.1
5340,SBI Securities,Financial Services , 5k-10k Employees ,17,Mumbai,Relationship Officer,0-7yrs,(₹1.1L/yr - ₹4.5L/yr),"₹2,50,828/year",3.8
5341,SBI Securities,Financial Services , 5k-10k Employees ,17,Mumbai,Sales Executive,0-7yrs,(₹1.5L/yr - ₹4.0L/yr),"₹2,53,695/year",3.8
5342,SBI Securities,Financial Services , 5k-10k Employees ,17,Mumbai,Sales Manager,3-12yrs,(₹1.8L/yr - ₹5.5L/yr),"₹4,26,965/year",3.8
5343,SBI Securities,Financial Services , 5k-10k Employees ,17,Mumbai,Relationship Manager,0-8yrs,(₹1.6L/yr - ₹5.5L/yr),"₹3,30,884/year",3.8
