,company_name,company_based,no_employees,tenure,headquartered,designation,experience,salary_range,avg_salary,rating
1321,CBRE,Real Estate , 10k-50k Employees ,117,Los,Assistant Facility Manager,5-16yrs,(₹3.0L/yr - ₹10.2L/yr),"₹6,34,662/year",4.2
1322,CBRE,Real Estate , 10k-50k Employees ,117,Los,Facility Manager,8-22yrs,(₹3.7L/yr - ₹13.0L/yr),"₹8,60,712/year",4.2
1323,CBRE,Real Estate , 10k-50k Employees ,117,Los,Deputy Manager,4-17yrs,(₹4.0L/yr - ₹12.6L/yr),"₹8,08,283/year",4.2
1324,CBRE,Real Estate , 10k-50k Employees ,117,Los,Senior Project Coordinator,3-8yrs,(₹2.8L/yr - ₹8.0L/yr),"₹5,30,796/year",4.2
1325,CBRE,Real Estate , 10k-50k Employees ,117,Los,Project Coordinator,1-7yrs,(₹2.2L/yr - ₹7.2L/yr),"₹4,52,576/year",4.2
1326,CBRE,Real Estate , 10k-50k Employees ,117,Los,Project Manager,5-18yrs,(₹6.5L/yr - ₹17.3L/yr),"₹10,93,379/year",4.2
1327,CBRE,Real Estate , 10k-50k Employees ,117,Los,Senior Facility Executive,5-13yrs,(₹3.1L/yr - ₹7.1L/yr),"₹4,99,282/year",4.2
1328,CBRE,Real Estate , 10k-50k Employees ,117,Los,Facility Executive - Technical,3-12yrs,(₹2.4L/yr - ₹6.0L/yr),"₹4,28,422/year",4.2
1329,CBRE,Real Estate , 10k-50k Employees ,117,Los,Assistant General Manager,5-18yrs,(₹8.4L/yr - ₹27.0L/yr),"₹16,33,300/year",4.2
1330,Future Group,Retail , 10k-50k Employees ,10,Mumbai,Team Lead,2-11yrs,(₹1.1L/yr - ₹4.5L/yr),"₹2,42,356/year",4.3
1331,Future Group,Retail , 10k-50k Employees ,10,Mumbai,Department Manager,5-17yrs,(₹2.0L/yr - ₹6.5L/yr),"₹4,26,413/year",4.3
1332,Future Group,Retail , 10k-50k Employees ,10,Mumbai,Team Member,0-7yrs,(₹80.0K/yr - ₹3.4L/yr),"₹1,73,713/year",4.3
1333,Future Group,Retail , 10k-50k Employees ,10,Mumbai,Retail Store Manager,5-14yrs,(₹2.0L/yr - ₹9.0L/yr),"₹4,58,697/year",4.3
1334,Future Group,Retail , 10k-50k Employees ,10,Mumbai,Assistant Department Manager,2-12yrs,(₹1.4L/yr - ₹4.6L/yr),"₹2,96,339/year",4.3
1335,Future Group,Retail , 10k-50k Employees ,10,Mumbai,Cashier,0-8yrs,(₹90.0K/yr - ₹3.7L/yr),"₹1,79,171/year",4.3
1336,Future Group,Retail , 10k-50k Employees ,10,Mumbai,Store Manager,5-15yrs,(₹2.0L/yr - ₹9.6L/yr),"₹4,63,580/year",4.3
1337,Future Group,Retail , 10k-50k Employees ,10,Mumbai,Deputy Manager,5-16yrs,(₹6.5L/yr - ₹18.2L/yr),"₹10,89,026/year",4.3
1338,Future Group,Retail , 10k-50k Employees ,10,Mumbai,Visual Merchandiser,0-10yrs,(₹1.4L/yr - ₹6.0L/yr),"₹3,89,210/year",4.3
1339,Future Group,Retail , 10k-50k Employees ,10,Mumbai,Fashion Consultant,1-6yrs,(₹1.0L/yr - ₹3.4L/yr),"₹2,08,459/year",4.3
1340,L&T Technology Services,IT Services & Consulting , 10k-50k Employees ,11,Vadodara/Baroda,Senior Engineer,1-10yrs,(₹3.8L/yr - ₹16.2L/yr),"₹9,12,824/year",3.4
1341,L&T Technology Services,IT Services & Consulting , 10k-50k Employees ,11,Vadodara/Baroda,Project Lead,5-17yrs,(₹6.0L/yr - ₹22.1L/yr),"₹12,88,567/year",3.4
1342,L&T Technology Services,IT Services & Consulting , 10k-50k Employees ,11,Vadodara/Baroda,Senior Software Engineer,3-8yrs,(₹4.6L/yr - ₹18.0L/yr),"₹10,65,855/year",3.4
1343,L&T Technology Services,IT Services & Consulting , 10k-50k Employees ,11,Vadodara/Baroda,Software Engineer,0-5yrs,(₹2.8L/yr - ₹10.0L/yr),"₹6,02,669/year",3.4
1344,L&T Technology Services,IT Services & Consulting , 10k-50k Employees ,11,Vadodara/Baroda,Design Engineer,0-8yrs,(₹1.8L/yr - ₹9.0L/yr),"₹5,32,330/year",3.4
1345,L&T Technology Services,IT Services & Consulting , 10k-50k Employees ,11,Vadodara/Baroda,Technical Lead,5-13yrs,(₹8.1L/yr - ₹27.0L/yr),"₹16,35,045/year",3.4
1346,L&T Technology Services,IT Services & Consulting , 10k-50k Employees ,11,Vadodara/Baroda,Associate Engineer,0-5yrs,(₹3.0L/yr - ₹5.1L/yr),"₹4,16,291/year",3.4
1347,L&T Technology Services,IT Services & Consulting , 10k-50k Employees ,11,Vadodara/Baroda,Senior Design Engineer,3-10yrs,(₹4.0L/yr - ₹12.3L/yr),"₹7,79,504/year",3.4
1348,L&T Technology Services,IT Services & Consulting , 10k-50k Employees ,11,Vadodara/Baroda,Project Manager,10-18yrs,(₹9.8L/yr - ₹30.0L/yr),"₹18,56,453/year",3.4
1349,L&T Technology Services,IT Services & Consulting , 10k-50k Employees ,11,Vadodara/Baroda,Tech Lead,6-13yrs,(₹6.9L/yr - ₹24.7L/yr),"₹15,84,223/year",3.4
1350,State Bank of India,Banking , 1 Lakh+ Employees ,217,Mumbai,Deputy Manager,3-14yrs,(₹7.0L/yr - ₹22.0L/yr),"₹14,83,385/year",3.7
1351,State Bank of India,Banking , 1 Lakh+ Employees ,217,Mumbai,Branch Manager,4-15yrs,(₹6.8L/yr - ₹26.0L/yr),"₹16,45,318/year",3.7
1352,State Bank of India,Banking , 1 Lakh+ Employees ,217,Mumbai,Relationship Manager,4-14yrs,(₹4.5L/yr - ₹18.0L/yr),"₹11,03,955/year",3.7
1353,State Bank of India,Banking , 1 Lakh+ Employees ,217,Mumbai,Chief Manager,10-22yrs,(₹14.0L/yr - ₹50.0L/yr),"₹28,70,048/year",3.7
1354,State Bank of India,Banking , 1 Lakh+ Employees ,217,Mumbai,Branch Relationship Executive,0-5yrs,(₹20.0K/yr - ₹4.9L/yr),"₹2,44,660/year",3.7
1355,State Bank of India,Banking , 1 Lakh+ Employees ,217,Mumbai,Assistant General Manager,13-31yrs,(₹12.0L/yr - ₹47.0L/yr),"₹29,17,133/year",3.7
1356,State Bank of India,Banking , 1 Lakh+ Employees ,217,Mumbai,Probationary Officer,0-10yrs,(₹5.0L/yr - ₹15.0L/yr),"₹9,80,085/year",3.7
1357,State Bank of India,Banking , 1 Lakh+ Employees ,217,Mumbai,Sales Executive,0-5yrs,(₹20.0K/yr - ₹3.5L/yr),"₹2,23,768/year",3.7
1358,State Bank of India,Banking , 1 Lakh+ Employees ,217,Mumbai,Relationship Manager Wealth Management,5-13yrs,(₹4.0L/yr - ₹13.5L/yr),"₹8,21,676/year",3.7
1359,State Bank of India,Banking , 1 Lakh+ Employees ,217,Mumbai,Assistant Vice President,5-14yrs,(₹5.5L/yr - ₹21.4L/yr),"₹12,26,920/year",3.7
1360,Ekart Logistics,Logistics , 5k-10k Employees ,14,San,Team Lead,0-9yrs,(₹1.0L/yr - ₹6.6L/yr),"₹3,29,098/year",4.0
1361,Ekart Logistics,Logistics , 5k-10k Employees ,14,San,Operations Executive,0-8yrs,(₹1.2L/yr - ₹5.1L/yr),"₹3,31,410/year",4.0
1362,Ekart Logistics,Logistics , 5k-10k Employees ,14,San,Data Entry Operator,0-5yrs,(₹1.0L/yr - ₹3.5L/yr),"₹2,07,710/year",4.0
1363,Ekart Logistics,Logistics , 5k-10k Employees ,14,San,Team Lead Operations,1-10yrs,(₹1.4L/yr - ₹7.8L/yr),"₹3,62,417/year",4.0
1364,Ekart Logistics,Logistics , 5k-10k Employees ,14,San,Delivery Boy,0-7yrs,(₹20.0K/yr - ₹6.0L/yr),"₹1,88,338/year",4.0
1365,Ekart Logistics,Logistics , 5k-10k Employees ,14,San,HUB Incharge,1-13yrs,(₹2.5L/yr - ₹9.3L/yr),"₹5,80,013/year",4.0
1366,Ekart Logistics,Logistics , 5k-10k Employees ,14,San,Supervisor,0-5yrs,(₹1.2L/yr - ₹3.6L/yr),"₹2,44,049/year",4.0
1367,Ekart Logistics,Logistics , 5k-10k Employees ,14,San,Senior Assistant,0-5yrs,(₹1.0L/yr - ₹3.5L/yr),"₹1,92,021/year",4.0
1368,Ekart Logistics,Logistics , 5k-10k Employees ,14,San,Delivery Executive,0-6yrs,(₹25.0K/yr - ₹4.0L/yr),"₹1,94,963/year",4.0
1369,Ekart Logistics,Logistics , 5k-10k Employees ,14,San,Logistics Executive,1-7yrs,(₹1.0L/yr - ₹5.2L/yr),"₹2,56,009/year",4.0
1370,Swiggy,Internet , 5k-10k Employees ,9,Bangalore,Delivery Boy,0-10yrs,(₹20.0K/yr - ₹5.0L/yr),"₹2,11,053/year",3.9
1371,Swiggy,Internet , 5k-10k Employees ,9,Bangalore,Fleet Manager,0-10yrs,(₹2.5L/yr - ₹5.0L/yr),"₹3,85,397/year",3.9
1372,Swiggy,Internet , 5k-10k Employees ,9,Bangalore,Sales Manager,1-9yrs,(₹2.4L/yr - ₹9.0L/yr),"₹5,99,647/year",3.9
1373,Swiggy,Internet , 5k-10k Employees ,9,Bangalore,Senior Sales Manager,1-9yrs,(₹5.0L/yr - ₹9.7L/yr),"₹7,51,517/year",3.9
1374,Swiggy,Internet , 5k-10k Employees ,9,Bangalore,Assistant Store Manager,1-7yrs,(₹1.6L/yr - ₹4.2L/yr),"₹2,89,662/year",3.9
1375,Swiggy,Internet , 5k-10k Employees ,9,Bangalore,Key Account Manager,2-8yrs,(₹4.0L/yr - ₹13.0L/yr),"₹9,25,315/year",3.9
1376,Swiggy,Internet , 5k-10k Employees ,9,Bangalore,MIS Executive,0-4yrs,(₹1.7L/yr - ₹5.2L/yr),"₹3,63,472/year",3.9
1377,Swiggy,Internet , 5k-10k Employees ,9,Bangalore,Store Manager,1-10yrs,(₹2.2L/yr - ₹5.5L/yr),"₹3,70,971/year",3.9
1378,Swiggy,Internet , 5k-10k Employees ,9,Bangalore,Onboarding Executive,0-6yrs,(₹1.5L/yr - ₹5.0L/yr),"₹3,31,969/year",3.9
1379,Swiggy,Internet , 5k-10k Employees ,9,Bangalore,Business Analyst,0-4yrs,(₹6.0L/yr - ₹22.0L/yr),"₹14,46,531/year",3.9
1380,JBM Group,Auto Components , 1k-5k Employees ,40,Gurgaon/Gurugram,Quality Engineer,0-6yrs,(₹1.2L/yr - ₹5.4L/yr),"₹2,72,919/year",4.0
1381,JBM Group,Auto Components , 1k-5k Employees ,40,Gurgaon/Gurugram,Junior Executive,1-8yrs,(₹1.2L/yr - ₹4.8L/yr),"₹3,13,969/year",4.0
1382,JBM Group,Auto Components , 1k-5k Employees ,40,Gurgaon/Gurugram,Executive Engineer,1-7yrs,(₹1.7L/yr - ₹6.0L/yr),"₹3,84,130/year",4.0
1383,JBM Group,Auto Components , 1k-5k Employees ,40,Gurgaon/Gurugram,Production Engineer,0-7yrs,(₹1.3L/yr - ₹5.3L/yr),"₹3,23,164/year",4.0
1384,JBM Group,Auto Components , 1k-5k Employees ,40,Gurgaon/Gurugram,Junior Engineer,1-6yrs,(₹1.2L/yr - ₹5.1L/yr),"₹2,82,416/year",4.0
1385,JBM Group,Auto Components , 1k-5k Employees ,40,Gurgaon/Gurugram,Deputy Manager,9-18yrs,(₹6.5L/yr - ₹15.5L/yr),"₹11,01,667/year",4.0
1386,JBM Group,Auto Components , 1k-5k Employees ,40,Gurgaon/Gurugram,Graduate Engineer Trainee (Get),0-2yrs,(₹1.0L/yr - ₹4.0L/yr),"₹2,57,765/year",4.0
1387,JBM Group,Auto Components , 1k-5k Employees ,40,Gurgaon/Gurugram,Senior Engineer,4-12yrs,(₹3.0L/yr - ₹7.7L/yr),"₹5,49,840/year",4.0
1388,JBM Group,Auto Components , 1k-5k Employees ,40,Gurgaon/Gurugram,Executive Production,2-12yrs,(₹2.0L/yr - ₹5.1L/yr),"₹4,04,537/year",4.0
1389,JBM Group,Auto Components , 1k-5k Employees ,40,Gurgaon/Gurugram,Diploma Trainee Engineer,0-4yrs,(₹1.1L/yr - ₹3.0L/yr),"₹1,95,149/year",4.0
1390,Dell,Consumer Electronics & Appliances , 10k-50k Employees ,39,Round,Senior Software Engineer,4-14yrs,(₹9.0L/yr - ₹36.4L/yr),"₹20,54,453/year",4.1
1391,Dell,Consumer Electronics & Appliances , 10k-50k Employees ,39,Round,Software Engineer,0-10yrs,(₹4.8L/yr - ₹18.1L/yr),"₹11,92,319/year",4.1
1392,Dell,Consumer Electronics & Appliances , 10k-50k Employees ,39,Round,Principal Software Engineer,6-18yrs,(₹13.5L/yr - ₹47.0L/yr),"₹29,64,691/year",4.1
1393,Dell,Consumer Electronics & Appliances , 10k-50k Employees ,39,Round,Senior Analyst,2-11yrs,(₹5.2L/yr - ₹19.2L/yr),"₹12,17,672/year",4.1
1394,Dell,Consumer Electronics & Appliances , 10k-50k Employees ,39,Round,Software Engineer2,0-7yrs,(₹7.5L/yr - ₹22.0L/yr),"₹14,79,601/year",4.1
1395,Dell,Consumer Electronics & Appliances , 10k-50k Employees ,39,Round,Technical Support Engineer,1-10yrs,(₹3.0L/yr - ₹11.0L/yr),"₹7,09,833/year",4.1
1396,Dell,Consumer Electronics & Appliances , 10k-50k Employees ,39,Round,Analyst,0-11yrs,(₹3.7L/yr - ₹13.2L/yr),"₹8,14,145/year",4.1
1397,Dell,Consumer Electronics & Appliances , 10k-50k Employees ,39,Round,Software Developer,0-6yrs,(₹4.8L/yr - ₹19.0L/yr),"₹10,82,025/year",4.1
1398,Dell,Consumer Electronics & Appliances , 10k-50k Employees ,39,Round,Senior Technician,0-8yrs,(₹3.7L/yr - ₹7.5L/yr),"₹6,00,972/year",4.1
1399,Dell,Consumer Electronics & Appliances , 10k-50k Employees ,39,Round,Senior Advisor,7-15yrs,(₹12.1L/yr - ₹38.0L/yr),"₹26,62,245/year",4.1
1400,Ecom Express,Logistics , 10k-50k Employees ,11,Gurgaon,Operations Executive,0-9yrs,(₹1.2L/yr - ₹4.5L/yr),"₹3,12,708/year",4.0
1401,Ecom Express,Logistics , 10k-50k Employees ,11,Gurgaon,Supervisor,0-8yrs,(₹1.0L/yr - ₹3.6L/yr),"₹2,26,933/year",4.0
1402,Ecom Express,Logistics , 10k-50k Employees ,11,Gurgaon,Operation Supervisor,0-6yrs,(₹1.0L/yr - ₹3.5L/yr),"₹2,35,548/year",4.0
1403,Ecom Express,Logistics , 10k-50k Employees ,11,Gurgaon,IT Executive,2-10yrs,(₹1.8L/yr - ₹4.5L/yr),"₹3,47,779/year",4.0
1404,Ecom Express,Logistics , 10k-50k Employees ,11,Gurgaon,Cluster Head,0-11yrs,(₹2.3L/yr - ₹6.0L/yr),"₹4,43,921/year",4.0
1405,Ecom Express,Logistics , 10k-50k Employees ,11,Gurgaon,Delivery Boy,0-4yrs,(₹50.0K/yr - ₹6.0L/yr),"₹1,94,951/year",4.0
1406,Ecom Express,Logistics , 10k-50k Employees ,11,Gurgaon,DC Head,2-9yrs,(₹1.1L/yr - ₹4.5L/yr),"₹3,30,399/year",4.0
1407,Ecom Express,Logistics , 10k-50k Employees ,11,Gurgaon,Operations Manager,1-13yrs,(₹2.4L/yr - ₹12.1L/yr),"₹6,98,862/year",4.0
1408,Ecom Express,Logistics , 10k-50k Employees ,11,Gurgaon,Senior Executive Operations,5-10yrs,(₹1.9L/yr - ₹5.5L/yr),"₹4,03,430/year",4.0
1409,Ecom Express,Logistics , 10k-50k Employees ,11,Gurgaon,Senior HR Executive,2-7yrs,(₹3.0L/yr - ₹5.7L/yr),"₹4,62,252/year",4.0
1410,SBI Life Insurance Company,Insurance , 10k-50k Employees ,22,Mumbai,Business Development Manager,0-13yrs,(₹1.9L/yr - ₹7.7L/yr),"₹4,56,525/year",3.8
1411,SBI Life Insurance Company,Insurance , 10k-50k Employees ,22,Mumbai,Senior Associate,0-11yrs,(₹2.1L/yr - ₹5.9L/yr),"₹3,95,935/year",3.8
1412,SBI Life Insurance Company,Insurance , 10k-50k Employees ,22,Mumbai,Senior Business Development Executive,0-10yrs,(₹2.6L/yr - ₹5.4L/yr),"₹4,03,206/year",3.8
1413,SBI Life Insurance Company,Insurance , 10k-50k Employees ,22,Mumbai,Area Manager,6-18yrs,(₹4.6L/yr - ₹13.3L/yr),"₹8,95,004/year",3.8
1414,SBI Life Insurance Company,Insurance , 10k-50k Employees ,22,Mumbai,Sr. BDE,2-9yrs,(₹3.0L/yr - ₹5.0L/yr),"₹4,17,558/year",3.8
1415,SBI Life Insurance Company,Insurance , 10k-50k Employees ,22,Mumbai,Agency Manager,0-15yrs,(₹2.8L/yr - ₹4.8L/yr),"₹3,74,077/year",3.8
1416,SBI Life Insurance Company,Insurance , 10k-50k Employees ,22,Mumbai,Senior Business Development Manager,4-13yrs,(₹3.0L/yr - ₹8.5L/yr),"₹5,76,938/year",3.8
1417,SBI Life Insurance Company,Insurance , 10k-50k Employees ,22,Mumbai,Business Development Executive,0-7yrs,(₹2.0L/yr - ₹4.4L/yr),"₹3,09,437/year",3.8
1418,SBI Life Insurance Company,Insurance , 10k-50k Employees ,22,Mumbai,Sr BDM,3-12yrs,(₹3.0L/yr - ₹8.0L/yr),"₹5,40,824/year",3.8
1419,SBI Life Insurance Company,Insurance , 10k-50k Employees ,22,Mumbai,Unit Manager,0-9yrs,(₹2.0L/yr - ₹4.3L/yr),"₹2,98,314/year",3.8
1420,Bajaj Auto,Automobile , 5k-10k Employees ,78,Pune,Line Engineer,1-15yrs,(₹1.2L/yr - ₹9.0L/yr),"₹5,12,575/year",3.9
1421,Bajaj Auto,Automobile , 5k-10k Employees ,78,Pune,Company Trainee,1-3yrs,(₹1.2L/yr - ₹3.5L/yr),"₹2,13,395/year",3.9
1422,Bajaj Auto,Automobile , 5k-10k Employees ,78,Pune,Area Sales Manager,1-14yrs,(₹10.2L/yr - ₹34.0L/yr),"₹24,96,058/year",3.9
1423,Bajaj Auto,Automobile , 5k-10k Employees ,78,Pune,Diploma Trainee Engineer,0-2yrs,(₹1.0L/yr - ₹4.0L/yr),"₹1,82,584/year",3.9
1424,Bajaj Auto,Automobile , 5k-10k Employees ,78,Pune,Area Service Manager,0-14yrs,(₹8.7L/yr - ₹32.0L/yr),"₹17,99,423/year",3.9
1425,Bajaj Auto,Automobile , 5k-10k Employees ,78,Pune,R&D Engineer,1-13yrs,(₹1.2L/yr - ₹11.6L/yr),"₹6,60,379/year",3.9
1426,Bajaj Auto,Automobile , 5k-10k Employees ,78,Pune,Design Engineer,1-13yrs,(₹1.5L/yr - ₹12.5L/yr),"₹6,99,210/year",3.9
1427,Bajaj Auto,Automobile , 5k-10k Employees ,78,Pune,Production Engineer,1-12yrs,(₹1.1L/yr - ₹8.5L/yr),"₹4,73,412/year",3.9
1428,Bajaj Auto,Automobile , 5k-10k Employees ,78,Pune,Technical Executive,6-15yrs,(₹4.2L/yr - ₹13.0L/yr),"₹8,87,025/year",3.9
1429,Bajaj Auto,Automobile , 5k-10k Employees ,78,Pune,DTE,0-2yrs,(₹1.0L/yr - ₹4.0L/yr),"₹1,82,790/year",3.9
1430,Optum,Healthcare , 10k-50k Employees ,46,Prairie,Claims Associate,0-6yrs,(₹1.5L/yr - ₹4.5L/yr),"₹3,06,341/year",4.0
1431,Optum,Healthcare , 10k-50k Employees ,46,Prairie,Software Engineer,0-7yrs,(₹5.2L/yr - ₹18.4L/yr),"₹12,27,273/year",4.0
1432,Optum,Healthcare , 10k-50k Employees ,46,Prairie,Senior Software Engineer,2-12yrs,(₹8.8L/yr - ₹29.0L/yr),"₹18,93,915/year",4.0
1433,Optum,Healthcare , 10k-50k Employees ,46,Prairie,Senior Claims Associate,1-9yrs,(₹1.8L/yr - ₹5.7L/yr),"₹4,06,218/year",4.0
1434,Optum,Healthcare , 10k-50k Employees ,46,Prairie,Data Analyst,0-10yrs,(₹6.2L/yr - ₹26.0L/yr),"₹15,15,481/year",4.0
1435,Optum,Healthcare , 10k-50k Employees ,46,Prairie,Medical Coder,0-4yrs,(₹1.6L/yr - ₹7.0L/yr),"₹3,86,747/year",4.0
1436,Optum,Healthcare , 10k-50k Employees ,46,Prairie,Associate Software Engineer,0-3yrs,(₹3.6L/yr - ₹15.7L/yr),"₹8,98,082/year",4.0
1437,Optum,Healthcare , 10k-50k Employees ,46,Prairie,Software Developer,0-6yrs,(₹5.0L/yr - ₹17.9L/yr),"₹12,32,904/year",4.0
1438,Optum,Healthcare , 10k-50k Employees ,46,Prairie,Clinical Investigator,0-5yrs,(₹2.4L/yr - ₹7.0L/yr),"₹4,07,699/year",4.0
1439,Optum,Healthcare , 10k-50k Employees ,46,Prairie,Senior Associate,2-8yrs,(₹2.5L/yr - ₹6.4L/yr),"₹4,29,849/year",4.0
1440,Nagarjuna Construction Company,Engineering & Construction , 5k-10k Employees ,25,Hyderabad/Secunderabad,Junior Engineer,0-8yrs,(₹1.5L/yr - ₹5.3L/yr),"₹3,55,825/year",4.1
1441,Nagarjuna Construction Company,Engineering & Construction , 5k-10k Employees ,25,Hyderabad/Secunderabad,Assistant Engineer,3-11yrs,(₹2.9L/yr - ₹7.6L/yr),"₹5,32,663/year",4.1
1442,Nagarjuna Construction Company,Engineering & Construction , 5k-10k Employees ,25,Hyderabad/Secunderabad,Junior Engineer Civil,2-8yrs,(₹1.7L/yr - ₹5.7L/yr),"₹3,77,476/year",4.1
1443,Nagarjuna Construction Company,Engineering & Construction , 5k-10k Employees ,25,Hyderabad/Secunderabad,Assistant Engineer - Civil,5-11yrs,(₹3.0L/yr - ₹7.9L/yr),"₹5,53,801/year",4.1
1444,Nagarjuna Construction Company,Engineering & Construction , 5k-10k Employees ,25,Hyderabad/Secunderabad,Senior Engineer,7-15yrs,(₹4.3L/yr - ₹10.0L/yr),"₹7,41,736/year",4.1
1445,Nagarjuna Construction Company,Engineering & Construction , 5k-10k Employees ,25,Hyderabad/Secunderabad,Store Officer,7-15yrs,(₹3.0L/yr - ₹6.0L/yr),"₹4,36,377/year",4.1
1446,Nagarjuna Construction Company,Engineering & Construction , 5k-10k Employees ,25,Hyderabad/Secunderabad,Deputy Project Manager,11-20yrs,(₹6.5L/yr - ₹16.0L/yr),"₹10,83,184/year",4.1
1447,Nagarjuna Construction Company,Engineering & Construction , 5k-10k Employees ,25,Hyderabad/Secunderabad,Civil Engineer,1-8yrs,(₹1.2L/yr - ₹6.5L/yr),"₹3,87,681/year",4.1
1448,Nagarjuna Construction Company,Engineering & Construction , 5k-10k Employees ,25,Hyderabad/Secunderabad,Civil Site Engineer,1-8yrs,(₹1.8L/yr - ₹6.5L/yr),"₹3,92,525/year",4.1
1449,Nagarjuna Construction Company,Engineering & Construction , 5k-10k Employees ,25,Hyderabad/Secunderabad,Junior Engineer Electrical,1-8yrs,(₹1.5L/yr - ₹5.5L/yr),"₹3,43,338/year",4.1
1450,KEC International,Engineering & Construction , 5k-10k Employees ,78,Mumbai,Senior Engineer,5-14yrs,(₹4.3L/yr - ₹12.0L/yr),"₹8,70,862/year",4.1
1451,KEC International,Engineering & Construction , 5k-10k Employees ,78,Mumbai,Project Engineer,1-11yrs,(₹3.2L/yr - ₹9.0L/yr),"₹6,17,995/year",4.1
1452,KEC International,Engineering & Construction , 5k-10k Employees ,78,Mumbai,Safety Officer,2-11yrs,(₹2.0L/yr - ₹7.8L/yr),"₹4,90,788/year",4.1
1453,KEC International,Engineering & Construction , 5k-10k Employees ,78,Mumbai,Project Manager,11-19yrs,(₹8.6L/yr - ₹30.0L/yr),"₹20,05,735/year",4.1
1454,KEC International,Engineering & Construction , 5k-10k Employees ,78,Mumbai,Civil Engineer,3-10yrs,(₹2.4L/yr - ₹9.6L/yr),"₹6,09,108/year",4.1
1455,KEC International,Engineering & Construction , 5k-10k Employees ,78,Mumbai,Senior Commercial Officer,8-21yrs,(₹5.0L/yr - ₹11.5L/yr),"₹8,15,285/year",4.1
1456,KEC International,Engineering & Construction , 5k-10k Employees ,78,Mumbai,Safety Engineer,0-10yrs,(₹3.0L/yr - ₹9.1L/yr),"₹5,56,586/year",4.1
1457,KEC International,Engineering & Construction , 5k-10k Employees ,78,Mumbai,Site Engineer,1-7yrs,(₹1.8L/yr - ₹7.4L/yr),"₹3,72,722/year",4.1
1458,KEC International,Engineering & Construction , 5k-10k Employees ,78,Mumbai,Commercial Officer,3-15yrs,(₹3.5L/yr - ₹10.0L/yr),"₹5,66,428/year",4.1
1459,KEC International,Engineering & Construction , 5k-10k Employees ,78,Mumbai,Quality Engineer,4-12yrs,(₹2.5L/yr - ₹9.0L/yr),"₹6,08,154/year",4.1
1460,Aditya Birla Fashion and Retail,Fashion & Textile , 10k-50k Employees ,8,Mumbai,Store Manager,1-16yrs,(₹2.5L/yr - ₹9.3L/yr),"₹5,65,788/year",4.2
1461,Aditya Birla Fashion and Retail,Fashion & Textile , 10k-50k Employees ,8,Mumbai,Assistant Store Manager,0-9yrs,(₹1.6L/yr - ₹7.8L/yr),"₹4,38,992/year",4.2
1462,Aditya Birla Fashion and Retail,Fashion & Textile , 10k-50k Employees ,8,Mumbai,Department Manager,0-10yrs,(₹2.0L/yr - ₹5.2L/yr),"₹3,96,017/year",4.2
1463,Aditya Birla Fashion and Retail,Fashion & Textile , 10k-50k Employees ,8,Mumbai,Sales Executive,1-9yrs,(₹1.0L/yr - ₹7.5L/yr),"₹3,35,357/year",4.2
1464,Aditya Birla Fashion and Retail,Fashion & Textile , 10k-50k Employees ,8,Mumbai,Retail Store Manager,5-15yrs,(₹2.0L/yr - ₹8.3L/yr),"₹5,61,858/year",4.2
1465,Aditya Birla Fashion and Retail,Fashion & Textile , 10k-50k Employees ,8,Mumbai,Area Business Manager,3-15yrs,(₹6.3L/yr - ₹21.8L/yr),"₹13,34,736/year",4.2
1466,Aditya Birla Fashion and Retail,Fashion & Textile , 10k-50k Employees ,8,Mumbai,Deputy Manager,2-15yrs,(₹4.9L/yr - ₹18.3L/yr),"₹10,51,075/year",4.2
1467,Aditya Birla Fashion and Retail,Fashion & Textile , 10k-50k Employees ,8,Mumbai,Management Trainee,0-9yrs,(₹4.5L/yr - ₹18.3L/yr),"₹10,36,251/year",4.2
1468,Aditya Birla Fashion and Retail,Fashion & Textile , 10k-50k Employees ,8,Mumbai,Fashion Assistant,0-6yrs,(₹20.0K/yr - ₹3.2L/yr),"₹1,73,469/year",4.2
1469,Aditya Birla Fashion and Retail,Fashion & Textile , 10k-50k Employees ,8,Mumbai,Area Retail Manager,1-13yrs,(₹6.0L/yr - ₹18.2L/yr),"₹11,58,059/year",4.2
1470,Muthoot Fincorp,NBFC , 10k-50k Employees ,136,Trivandrum/Thiruvananthapuram,Customer Service Executive,0-9yrs,(₹25.0K/yr - ₹3.6L/yr),"₹2,06,357/year",4.0
1471,Muthoot Fincorp,NBFC , 10k-50k Employees ,136,Trivandrum/Thiruvananthapuram,Branch Manager,0-15yrs,(₹1.4L/yr - ₹5.8L/yr),"₹3,90,262/year",4.0
1472,Muthoot Fincorp,NBFC , 10k-50k Employees ,136,Trivandrum/Thiruvananthapuram,Branch Incharge,2-8yrs,(₹1.1L/yr - ₹4.0L/yr),"₹2,49,775/year",4.0
1473,Muthoot Fincorp,NBFC , 10k-50k Employees ,136,Trivandrum/Thiruvananthapuram,Area Manager,9-19yrs,(₹2.9L/yr - ₹9.8L/yr),"₹7,17,073/year",4.0
1474,Muthoot Fincorp,NBFC , 10k-50k Employees ,136,Trivandrum/Thiruvananthapuram,Senior Branch Manager,9-18yrs,(₹3.0L/yr - ₹6.4L/yr),"₹5,08,558/year",4.0
1475,Muthoot Fincorp,NBFC , 10k-50k Employees ,136,Trivandrum/Thiruvananthapuram,Credit Officer,0-6yrs,(₹1.3L/yr - ₹4.0L/yr),"₹2,83,926/year",4.0
